PUZZLE,CATEGORY,,
TAKING THE TOUR,What Are You Doing?,,
FAMILY ALBUM,Around the House,,
GO TO THE FRONT OF THE LINE,Phrase,,
WINNING A STUFFED ANIMAL AT A CARNIVAL,Fun & Games,,
WORKPLACE,Place,,
DAREDEVIL CLIFF DIVERS,People,,
LEATHER WALLET,Thing,,
THE BOY WHO CRIED WOLF,Character,,
EIGHT OUNCES,Things,,
THE LITTLE MERMAID,Character,,
CAN YOU FEEL THE LOVE TONIGHT BY ELTON JOHN,Song/Artist,,
FRENCH TOAST WITH FRESH STRAWBERRIES,Food & Drink,,
SNORKELING IN CRYSTAL CLEAR WATERS,Fun & Games,,
LAUGHING OUT LOUD,What Are You Doing?,,
WAIT FOR IT,Phrase,,
SPACE MOUNTAIN,Place,,
MY CLOSEST FRIENDS,People,,
COMING SOON TO A THEATER NEAR YOU,Show Biz,,
SNOW WHITE AND THE SEVEN DWARFS,Movie Title,,
BE SURE TO WEAR COMFORTABLE SHOES,Phrase,,
SURPRISE ANNOUNCEMENTS,Thing,,
PINOCCHIO AND JIMINY CRICKET,Characters,,
A PACKED HOUSE,Place,,
BUZZ LIGHTYEAR,Character,,
PIZZA AND PARTY,Food & Drink,,
SINGING AND DANCING TO THE MUSIC,What Are You Doing?,,
WHEN YOU WISH UPON A STAR,Song Lyrics,,
MAJESTIC HUMPBACK WHALES,Living Things,,
LADY AND THE TRAMP,Movie Title,,
YOU SAID A MOUTHFUL,Phrase,,
HAPPY FACES,Things,,
THE HAUNTED MANSION,Place,,
WATCHING FIREWORKS,What Are You Doing?,,
CATCHING A SNOWFLAKE ON THE TIP OF YOUR TONGUE,Event,,
WINNIE THE POOH AND TIGGER TOO,Title,,
BE OUR GUEST PUT OUR SERVICE TO THE TEST,Song Lyrics,,
THE BEST OF EVERYTHING,Phrase,,
SOFT PRETZEL,Food & Drink,,
SPUNKY HERO,Person,,
BEAUTY AND THE BEAST,Title,,
MARCHING BAND,People,,
A DREAM IS A WISH YOUR HEART MAKES,Song Lyrics,,
GOLDEN CARIBBEAN BEACHES,Places,,
YOUNG PRODIGY,Person,,
DOUBLE DRIBBLE,Phrase,,
BREAKFAST CEREAL,Food & Drink,,
COMING THROUGH IN THE CLUTCH,What Are You Doing?,,
DIGGING MY TOES IN THE SAND,Fun & Games,,
PORTLAND OREGON,On the Map,,
SCORING OPPORTUNITY,Thing,,
REGISTERED NURSE,Occupation,,
KEY TO THE OFFICE,Thing,,
OUTDOOR MALL,Place,,
SEASON TICKET HOLDERS,People,,
LIKE A BOWL IN A CHINA SHOP,Phrase,,
TASTY COCONUT CHICKEN,Food & Drink,,
OAKLAND CALIFORNIA,On the Map,,
SHOOTING FREE THROWS,What Are You Doing?,,
MAKE A VOW,Phrase,,
FAST FREAK,Thing,,
CLEVELAND OHIO,On the Map,,
DEFENDING CHAMPION,People,,
SIMPLY THE BEST BETTER THAN ALL THE REST,Song Lyrics,,
HOW TO BEAT THE WINTER BLUES,Phrase,,
FADEAWAY JUMPER,Fun & Games,,
LAUGHING IT UP,What Are You Doing?,,
THE DREAM TEAM,Rhyme Time,,
SPAGHETTI AND MEATBALLS,Food & Drink,,
CENTERS FORWARDS AND GUARDS,People,,
COME SAIL AWAY COME SAIL AWAY,Song Lyrics,,
HOUSTON TEXAS,On the Map,,
WINNING SHOT AT THE BUZZER,Thing,,
MASTER BEDROOM,Place,,
MIXING BOWLS,In the Kitchen,,
THE OBJECT OF THE GAME,Phrase,,
OUR FAVORITE SPORT,Thing,,
THE GOLD RUSH,Event,,
MICHAEL JORDAN STARS IN SPACE JAM,The 90's,,
TASTING LOCAL SPECIALTIES,What Are You Doing?,,
BELGIAN WAFFLES,Food & Drink,,
HALL OF FAME LEGENDS,People,,
PATCHY FOG,Thing,,
HONEYMOONING,What Are You Doing?,,
ROOT BEER FLOAT WITH TWO STRAWS,Food & Drink,,
OLD KING COLE WAS A MERRY OLD SOUL MATE,Before & After,,
LOVE WILL KEEP US TOGETHER,Song Lyrics,,
FLOWER GARDEN,Place,,
MASTER OF DISGUISE,Person,,
VIEW FROM ABOVE,Phrase,,
WEDDING CAKE,Food & Drink,,
TENNIS PARTNERS,People,,
ENGAGEMENT AND WRESTLING RING,Same Name,,
A SUITE WITH ALL THE AMENITIES,Place,,
A FRESH START,Thing,,
SHAKESPEARE IN LOVE,The 90's,,
MAHOGANY FINISH,Thing,,
MY BETTER HALF,Person,,
SLEEPLESS IN SEATTLE,The 90's,,
FLASHING A WINNING SMILE,What Are You Doing?,,
I CAN SEE CLEARLY NOW THE RAIN IS GONE,Song Lyrics,,
POPEYE AND OLIVE OYL,Characters,,
MATCHING SWEATERS,Around the House,,
AT THIS STAGE OF THE GAME,Phrase,,
STORYBOOK ROMANCE,Thing,,
TEA FOR TWO AND TWO FOR TEA,Song Lyrics,,
MOISTURIZING CREAM SODA,Before & After,,
RECHARGING OUR BATTERIES,What Are You Doing?,,
THE PRINCESS BRIDE,The 80's,,
VORACIOUS APPETITE,Thing,,
YOU COMPLETE ME,Movie Quote,,
TRUSTY SIDEKICK,Person,,
A KITTEN PLAYING WITH A BALL OF STRING,Living Thing,,
A CAUSE FOR CELEBRATION,Phrase,,
MUSICAL CHAIRS,Fun & Games,,
FANCY HANDWRITING,Thing,,
BROWSING,What Are You Doing?,,
RETRACTABLE LEASH,Around the House,,
EFFECTIVE IMMEDIATELY,Phrase,,
I STRUT RIGHT BY WITH MY TAIL IN THE AIR,Song Lyrics,,
JOLLY GREEN GIANT PANDA,Before & After,,
CRY WOLF,Phrase,,
SHARING PHOTOS OF THE VACATION I WON,What Are You Doing?,,
SUNNY DISPOSITION,Thing,,
THE TORTOISE AND THE HARE,Title,,
SHRUBBERY,Living Thing,,
SPRINGER SPANIEL,Living Thing,,
VICE PRINCIPAL,Occupation,,
PUPPY LOVE TRIANGLE,Before & After,,
CUTE CUDDLY CRITTERS,Same Letter,,
SURFBOARD,Thing,,
MY FIRST HAWAIIAN LUAU,Event,,
HARDWOOD FLOORS,Around the House,,
STUNNING TURN OF EVENTS,Phrase,,
PIANO BENCH,Thing,,
LEATHER COLLAR,Around the House,,
RECORDING A DUET,Show Biz,,
MATING AND CURTAIN CALL,Same Name,,
THE HIMALAYAS,Place,,
DAFFY DUCK,Fictional Character,,
MONKEY SEE MONKEY DO,Phrase,,
HOMEOWNER,Person,,
BASSET HOUND,Living Thing,,
SCRABBLE BOARD,Fun & Games,,
BRUSHING UP ON MY FRENCH POODLE,Before & After,,
GOBLIN,Fictional Character,,
HAVING A BLAST WISH YOU WERE HERE,Phrase,,
HIGH SCHOOL DIPLOMA,Thing,,
GETTING THE HANG OF THINGS,What Are You Doing?,,
LIGHTWEIGHT JACKET,Thing,,
SNAPPING TURTLE,Living Thing,,
GARAGE DOOR OPENER,Thing,,
PLAYING FETCH IN THE PARK,Fun & Games,,
BUY ONE GET ONE FREE WILLY,Before & After,,
ANCHOVIES,Things,,
WHOLE WHEAT BREAD,Food & Drink,,
TOOTHBRUSH AND TOOTHPASTE,Around the House,,
FOUR OF A KIND,Phrase,,
SANTA BARBARA,On the Map,,
A COD OF DOLPHINS,Living Things,,
LEONARDO DICAPRIO AND KATE WINSLET IN TITANIC,The 90's,,
EAT AND RUN,Phrase,,
SHOPPING DINING AND HAVING FUN IN THE SUN,What Are You Doing?,,
SOCIAL BUTTERFLY,Person,,
RULE OF THUMB,Phrase,,
BACKUP SINGERS,Show Biz,,
TRICK PLAY,Thing,,
SAN FRANCISCO BAY,On the Map,,
FOREST RANGER,Occupation,,
PROGRAMMING YOUR VCR,The 70's,,
LEMON MERINGUE AND SWEETIE PIE,Same Name,,
BRAIN,Thing,,
DENZEL WASHINGTON,Proper Name,,
CHAIRMAN OF THE BOARD,Person,,
GREEK GODDESS,Character,,
FIREHOUSE,Place,,
HOLLYWOOD BOULEVARD,On the Map,,
GRIZZLY BEAR,Living Thing,,
HIT TV SERIES THE VOICE,Show Biz,,
MAKE A WISH,Phrase,,
TAKING A DIP IN THE PLUNGE POOL,Fun & Games,,
RODEO CLOWN,Person,,
HANG IT UP,Phrase,,
BIG SUR CALIFORNIA,On the Map,,
GIANT SEQUOIA TREES,Living Things,,
SUPERSTAR TAYLOR SWIFT,Proper Name,,
BOUNCY BIRTHDAY BALLOONS,Same Letter,,
RADIO WAVES,Things,,
COCONUT SHRIMP SKEWERS,Food & Drink,,
WILD CHILD,Rhyme Time,,
COMPUTER ANIMATION,Thing,,
WHISKED AWAY,Phrase,,
AMUSEMENT PARK RIDES,Fun & Games,,
SPORTS ILLUSTRATED,Title,,
SKATING ON THIN ICE CREAM CAKE,Before & After,,
BEGONIAS,Living Things,,
DESK CALENDAR,Thing,,
FANNING THE FLAMES,What Are You Doing?,,
VIOLIN BOW,Thing,,
SHOPPING CART,Thing,,
THE OZARK MOUNTAINS,On the Map,,
COMING UP WITH A NOVEL IDEA,What Are You Doing?,,
DISTINCTIVE DOWNTOWN DISTRICT,Same Letter,,
JAWBREAKER,Thing,,
BUMBLEBEES,Living Things,,
ENTERTAINMENT WEEKLY,Title,,
VACUUMING,What Are You Doing?,,
DESIGNER PURSE,Thing,,
ATLANTIC CITY,On the Map,,
GO DIRECTLY TO JAIL DO NOT PASS GO,Fun & Games,,
GROCERY AND SLEEPING BAG,Same Name,,
BAKER,Occupation,,
HIKING ALONG THE GREAT WALL OF CHINA,What Are You Doing?,,
RISK TAKER,Person,,
WRITING A SCREENPLAY,Show Biz,,
JOYSTICK,Thing,,
CASH REGISTER,Thing,,
FRESHWATER AQUARIUM,Around the House,,
PUTTING ON THE FINISHING TOUCHES,What Are You Doing?,,
FAIR AND SQUARE TOE BOOTS,Before & After,,
HOT FUN IN THE SUMMERTIME,Song Lyrics,,
READING CUE CARDS,Show Biz,,
IT MAKES PERFECT SENSE,Phrase,,
WORDS OF LOVE,Things,,
MAD MONEY,Thing,,
RESISTING TEMPTATION,What Are You Doing?,,
COUNTING SHEEP TO FALL ASLEEP,Rhyme Time,,
BEEF STOCK EXCHANGE,Before & After,,
BUCKLE,Thing,,
ESCAPING TO A TROPICAL PARADISE,Event,,
FREE SHIPPING AND HANDLING,Phrase,,
BROCCOLI AND CAULIFLOWER,Food & Drink,,
ZERO GRAVITY,Thing,,
CLEARANCE SALE,Event,,
STUDENT DRIVER,Person,,
READY WILLING AND ABLE,Phrase,,
XEROX,Thing,,
LISTENING TO LIVE REGGAE MUSIC,What Are You Doing?,,
UMBRELLA STAND,Around the House,,
FINANCIAL STATEMENT,Thing,,
SAVANNAH GEORGIA,On the Map,,
APPROVAL,Thing,,
CRYSTAL BLUE WATER,Thing,,
CHARTER BOAT CAPTAIN,Occupation,,
TOM HANKS STARS IN SPLASH,The 80's,,
TRIPLE LETTER SCORE IN SCRABBLE,Fun & Games,,
SPENDING AN AFTERNOON IN THE SUN,What Are You Doing?,,
WILD MUSTANGS,Living Things,,
PINK COTTON CANDY,Food & Drink,,
DOCUMENTARY FILM,Show Biz,,
VAGUE IMPRESSION,Thing,,
PERFECT WEATHER,Thing,,
GENIE IN A BOTTLE,Character,,
KARATE AND LAMB CHOP,Same Name,,
FLIGHT CREW PREPARE FOR TAKEOFF,Phrase,,
HOUSE OF CARDS,Fun & Games,,
WICKER PICNIC BASKET,Around the House,,
CHATTING ON THE PHONE,What Are You Doing?,,
BOARDROOM CHAIRS,Things,,
PURE PARADISE,Place,,
SHARES OF STOCK,Things,,
THE FUN HAS ALREADY BEGUN,Rhyme Time,,
DOUGHNUT HOLE IN ONE,Before & After,,
SWIMMING SNORKELING SCUBA DIVING,Fun & Games,,
GOING TO THE GYM,What Are You Doing?,,
MOVIE THEATER MANAGER,Occupation,,
HUG IT OUT,Phrase,,
WHITE SAND BEACH,Place,,
KING OF THE JUNGLE,Phrase,,
FAIRY DUST BUNNY,Before & After,,
MEMORIES TO LAST A LIFETIME,Things,,
PRETTY WOMAN,Movie Title,,
PULLING AWAY FROM THE PACK,What Are You Doing?,,
FOOLPROOF SCHEME,Thing,,
TAKING A SUNSET STROLL,What Are You Doing?,,
BURST OF ENERGY,Thing,,
PLEASE LEAVE A MESSAGE AFTER THE BEEP,Phrase,,
SUCCULENT SAUTEED SHRIMP,Same Letter,,
SLIDING GLASS DOOR,Around the House,,
FATHER OF THE BRIDE,Person,,
MAKING A BUDGET,What Are You Doing?,,
MILWAUKEE WISCONSIN,On the Map,,
SWEET GEORGIA BROWN,Song Lyrics,,
RECENT COLLEGE GRADUATE,Person,,
HIS BARK IS WORSE THAN HIS BITE,Phrase,,
LAMB CHOP,Thing,,
CHARMING ISLAND HOSPITALITY,Thing,,
STAPLES CENTER,Landmark,,
DO NOT BUDGE,Phrase,,
GO AHEAD MAKE MY DAY,Movie Quote,,
STAR LIGHT STAR BRIGHT,Rhyme Time,,
LINT ROLLER SKATES,Before & After,,
SMALL TOWN BY JOHN MELLENCAMP,Song/Artist,,
GRAB BAG,Thing,,
YOU CAN EXPECT A WARM WELCOME,Phrase,,
NEIGHBORHOOD MARKET,Place,,
THE FLORIDA PANHANDLE,On the Map,,
PRIVATE BUNGALOW,Place,,
ON THIS DAY IN HISTORY,Phrase,,
SITUATION COMEDY,Show Biz,,
GOING FOR A RIDE ON A RIVERBOAT,What Are You Doing?,,
WAFFLES,Things,,
BEAUTIFUL BREATHTAKING BEACHES,Same Letter,,
GRAHAM CRACKERS,Food & Drink,,
DON JOHNSON IN MIAMI VICE,The 80's,,
FAMILY SAGA,Thing,,
SQUARE DANCING,Fun & Games,,
CHRISTINA AGUILERA,Proper Name,,
HIGH SCHOOL SWEETHEARTS,People,,
CALICO CAT BURGLAR,Before & After,,
HOCKEY GAME,Event,,
THE RISE AND FALL OF THE ROMAN EMPIRE,Events,,
ROLLING PIN,In the Kitchen,,
PROFESSIONAL WRESTLER,Occupation,,
IN THE DUGOUT,Place,,
LITTLE ROCK ARKANSAS,On the Map,,
NICOLE KIDMAN,Proper Name,,
DREAM JOB,Thing,,
ROWS AND ROWS OF BEACH UMBRELLAS,Things,,
SPICE RACK,In the Kitchen,,
ANIMAL SANCTUARY,Place,,
PAY IT FORWARD,Phrase,,
TOTALLY AWESOME,Phrase,,
CHARACTER ACTOR,Show Biz,,
BELGIAN CHOCOLATE CAKE,Food & Drink,,
FANNY PACK OF COYOTES,Before & After,,
HOLD THE MAYO,Phrase,,
BONFIRE ON THE BEACH,Thing,,
DANCING QUEEN,Song Title,,
STAYING ONE STEP AHEAD,What Are You Doing?,,
VOICE YOUR OPINION,Phrase,,
HEAVEN ON EARTH,Phrase,,
THOROUGHBRED RACEHORSE,Living Thing,,
A STAR ON THE HOLLYWOOD WALK OF FAME,Show Biz,,
UMBRELLA,Thing,,
BOATS DOCKING AT THE MARINA,Things,,
PENNY CANDY,Food & Drink,,
PATENT LEATHER SHOES,Around the House,,
CHEERING SECTION,People,,
IT WAS BOUND TO HAPPEN,Phrase,,
THE GARDEN OF EDEN,Place,,
A CUP OF GREEN TEA,Food & Drink,,
ROOKS BISHOPS KNIGHTS AND PAWNS,Fun & Games,,
SKI MASK,Thing,,
PUT THE LIME IN THE COCONUT,Song Lyrics,,
BOLT OF LIGHTNING,Thing,,
PERFUME BOTTLE,Around the House,,
PHOTO BOOTH,Place,,
FOLLOW YOUR BLISS,Phrase,,
FETTUCCINE ALFREDO,Food & Drink,,
FAVORITE FAMILY FILM,Same Letter,,
EARLY BIRD SPECIAL EFFECTS,Before & After,,
ALBANY,Place,,
RIDING THE PERFECT WAVE,Fun & Games,,
A FRESH PERSPECTIVE,Thing,,
STRIKING UP A CONVERSATION,What Are You Doing?,,
CHALKBOARD,Thing,,
ALICE IN WONDERLAND,Title,,
LIVE STUDIO AUDIENCE,Show Biz,,
RIGHT IN THE THICK OF THINGS,Phrase,,
ON CLOUD NINE TIMES OUT OF TEN,Before & After,,
RAISE A RUCKUS,Phrase,,
GENTLY BLOWING TRADE WINDS,Things,,
WINE AND CHEESE,Food & Drink,,
HILLS AND VALLEYS,Places,,
GOLF FOURSOME,People,,
THIS MUST BE THE PLACE,Phrase,,
FORMER CHILD STAR,Show Biz,,
THE GOOSE THAT LAID THE GOLDEN EGG ROLLS,Before & After,,
SHORT CIRCUIT,Thing,,
LUXURIOUS ACCOMMODATIONS,Things,,
DESIGNER JEANS,Around the House,,
FINDING THE RIGHT ANSWER,What Are You Doing?,,
QUART OF PAINT,Thing,,
FORT LAUDERDALE,On the Map,,
THE SILENCE OF THE LAMBS,The 90's,,
INFLATABLE BEACH BALL GOWN,Before & After,,
GOING GOING SOLD TO THE HIGHEST BIDDER,Phrase,,
CHILD,Person,,
FANTASTIC SURFING SPOT,Place,,
THE PIED PIPER,Character,,
A PERFECT EXAMPLE,Thing,,
A PAUSE IN THE ACTION,Phrase,,
PALM SPRINGS CALIFORNIA,On the Map,,
MY NEW BEST FRIEND,Person,,
FRANKFURTERS AND SAUERKRAUT,Food & Drink,,
THUMBS UP,Phrase,,
FABULOUS FRAGRANT FRESH FLOWERS,Same Letter,,
STATUS SYMBOL,Thing,,
FIRING ON ALL CYLINDERS,Phrase,,
SIBERIAN HUSKY,Living Thing,,
DISPLAYS AND EXHIBITS,Things,,
STRONG SWIMMER,Person,,
SWEETS AND TREATS,Rhyme Time,,
POLYESTER LEISURE SUITS,The 70's,,
FISHING AND POETIC LICENSE,Same Name,,
AUCTION,Event,,
MAN OF LA MANCHA,Title,,
SATURDAY MATINEE,Show Biz,,
I CAN FEEL IT IN MY BONES,Phrase,,
VEGGIE PIZZA,Food & Drink,,
WEARING FLIP FLOPS,What Are You Doing?,,
COMBINATION LOCK,Thing,,
SPACE THE FINAL FRONTIER,TV Quote,,
PRICELESS HEIRLOOM TOMATOES,Before & After,,
HARMONICA,Thing,,
SATISFACTION GUARANTEED,Phrase,,
MORGAN FREEMAN,Proper Name,,
GUESTS AT THE ROYAL PALACE,People,,
SHAVING FOAM,Thing,,
BAHAMA MAMA,Rhyme Time,,
BUTCHER SHOP,Place,,
LEAVING A LASTING IMPRESSION,What Are You Doing?,,
BONELESS SKINLESS CHICKEN TENDERS,Food & Drink,,
FINGER PAINTING,Thing,,
TELEVISION STUDIO,Show Biz,,
MAKE A MENTAL NOTE,Phrase,,
MYSTERY AND INTRIGUE,Things,,
HIGHLY PROFITABLE,Phrase,,
TIKI TORCHES,Things,,
THE BRADY BUNCH,The 70's,,
FREE OUTDOOR CONCERT,Show Biz,,
WEEKNIGHTS,Things,,
REFRESHING PINEAPPLE SMOOTHIE,Food & Drink,,
COOKBOOK STAND,In the Kitchen,,
SITTING SIDESADDLE,What Are You Doing?,,
BANKING,What Are You Doing?,,
SEASONED TRAVELERS,People,,
PLAYING BY THE RULES,What Are You Doing?,,
MY HOUSE IS YOUR HOUSE SALAD,Before & After,,
THE BIG SCREEN,Show Biz,,
STRONG COFFEE AND SWEET TEA,Food & Drink,,
SHORT QUIZ,Thing,,
FORMAL INTRODUCTIONS,Things,,
MY TAX RETURN,What Are You Doing?,,
PERSONALIZED STATIONERY,Around the House,,
A LONG TIME AGO IN A GALAXY FAR FAR AWAY,Movie Quote,,
COLLEAGUE,Person,,
CROCODILE DUNDEE,The 80's,,
THE CENTER OF ATTENTION,Phrase,,
SUNBATHER,People,,
HOME OFFICE,Place,,
PRIME MINISTER,Person,,
BRUCE WILLIS STARS IN DIE HARD,The 80's,,
SUGAR COOKIES FRESH FROM THE OVEN,Food & Drink,,
WILLPOWER,Thing,,
SPECTACULAR SUMMER SUNSET,Same Letter,,
BALANCING ACT,Phrase,,
GOING THE DISTANCE,What Are You Doing?,,
PANAMA HAT,Thing,,
RAISE THE CURTAIN,Show Biz,,
LOOKING THROUGH BINOCULARS,What Are You Doing?,,
FLAGPOLE,Thing,,
I GET AROUND BY THE BEACH BOYS,Song/Artist,,
COMPETITIVE CYCLIST,Person,,
TO INFINITY AND BEYOND,Movie Quote,,
SCENIC PARKWAY,Place,,
PACK A SNACK,Rhyme Time,,
LIMOUSINE DRIVER,Occupation,,
EVERYONE IS ON PINS AND NEEDLES,Phrase,,
SHOWER AND BOTTLE CAP,Same Name,,
AN UNFORGETTABLE VACATION,Event,,
WOODEN SALAD BOWLS,In the Kitchen,,
PLUCKING MY EYEBROWS,What Are You Doing?,,
TURNPIKE EXIT,Place,,
POLARIZED SUNGLASSES,Around the House,,
WORLD LEADERS,People,,
TERRIFIC TRAVEL TIPS,Same Letter,,
HOUR HAND,Thing,,
HISTORY CULTURE AND NATURAL BEAUTY,Things,,
THE COSBY SHOW,The 80's,,
YOUR SECRET IS SAFE WITH ME,Phrase,,
THE TOWER OF LONDON,Landmark,,
VICTORIOUS PLAYERS,People,,
UNFOLDING THE ROAD MAP,What Are You Doing?,,
HAPPILY MARRIED MAN,Person,,
QUESTION MARK WAHLBERG,Before & After,,
STUNNING SURROUNDINGS,Phrase,,
PINK DAISIES,Living Things,,
VICTORIAN MANSION,Place,,
A SIGNIFICANT CONTRIBUTION,Thing,,
CHEEKBONES,Things,,
SOARING TO NEW HEIGHTS,What Are You Doing?,,
BRADLEY COOPER,Proper Name,,
IMPECCABLE TASTE IN MUSIC,Thing,,
SHAKE IT OFF,Phrase,,
I WANT TO PUT ON MY MY MY MY MY BOOGIE SHOES,Song Lyrics,,
FROM HEAD TO TOE,Phrase,,
TRENDSETTING ACTRESS,Person,,
ROUGH SURFACE,Thing,,
TABLE FOR TWO,Thing,,
SPRING FLING,Rhyme Time,,
CONDUCTING AN EXPERIMENT,What Are You Doing?,,
NEON AND ZODIAC SIGN,Same Name,,
GIFT TAG,Thing,,
BEAUTIFUL BEACHSIDE CABANA,Place,,
SEEING IS BELIEVEING,Phrase,,
BARGAIN SHOPPER,Person,,
GREAT REPUTATION,Thing,,
GARDEN TOOLS,Around the House,,
COMMENCEMENT SPEECH THERAPIST,Before & After,,
GREEN GRASS AND HIGH TIDES FOREVER,Song Lyrics,,
OMAHA NEBRASKA,On the Map,,
DINNER WITH FRIENDS,Event,,
JUST A HUNCH,Phrase,,
SPRINGFIELD ILLINOIS,On the Map,,
BICYCLE HELMET,Around the House,,
CRYSTAL STEMWARE COLLECTION,Thing,,
GREEN THUMB WRESTLING,Before & After,,
CATCH A POP FLY,Event,,
ABRACADABRA,Rhyme Time,,
PITCHING HORSESHOES,Fun & Games,,
TOUGH TO KNOW,Phrase,,
SWEET HOME ALABAMA,Song Title,,
FRESH COAT OF PAINT,Thing,,
UNITED STATES BICENTENNIAL,The 70's,,
DOORKNOB,Thing,,
POPULAR LOCAL SURF SHOP,Place,,
THE INCREDIBLE HULK,Character,,
BENDING OVER BACKWARDS,What Are You Doing?,,
YUMMY BUFFET,Thing,,
TRACTOR WHEELS,Things,,
ANIMAL CRACKERS,Food & Drink,,
THE SIX MILLION DOLLAR MAN,The 70's,,
BEST BOYHOOD BUDDIES,Same Letter,,
THUMB,Thing,,
PASTA STRAINER,In the Kitchen,,
RENEWING MY MEMBERSHIP,What Are You Doing?,,
STUNT DOUBLE,Show Biz,,
MATT DAMON,Proper Name,,
STATUE OF LIBERTY,Landmark,,
MORE BANG FOR YOU BUCK,Phrase,,
HEALTHY WEALTHY AND WISE,Quotation,,
THE BIG APPLE STRUDEL,Before & After,,
ROASTED MACADAMIA NUTS,Food & Drink,,
NEWSPAPER COLUMNIST,Occupation,,
SPECTACULAR SKYSCRAPERS,Same Letter,,
HOWLING WITH LAUGHTER,What Are You Doing?,,
TIMES SQUARE,On the Map,,
WATCH AND LEARN,Phrase,,
THE TOP OF THE EMPIRE STATE BUILDING,Place,,
JURASSIC PARK AVENUE,Before & After,,
WARM CORN OR FLOUR TORTILLAS,Food & Drink,,
FASHION WEEK,Event,,
SPELLING BEE CHAMPION,Person,,
CELL PHONE CHARGER,Around the House,,
WAVING GOODBYE,What Are You Doing?,,
BROADWAY DEBUT,Show Biz,,
SECRET IDENTITY,Thing,,
DELIGHTFUL DOWNTOWN DELI,Same Letter,,
A FLY ON THE WALL STREET JOURNAL,Before & After,,
SNEAK PEEK,Rhyme Time,,
MANHATTAN CLAM CHOWDER,Food & Drink,,
YOUTHFUL COMPLEXION,Thing,,
ELLIS ISLAND,Landmark,,
HAILING A TAXI,What Are You Doing?,,
SPICY BUFFALO WINGS,Food & Drink,,
NEIGHBORHOOD BAR EXAM,Before & After,,
SWEET DREAMS ARE MADE OF THIS,Song Lyrics,,
SLY AS A FOX,Phrase,,
PUDGY CHEEKS,Things,,
CENTRAL PARK,On the Map,,
FAN FAVORITE,Thing,,
BREATHE IN THE CLEAN FRESH AIR,Phrase,,
WINNING STREAK,Event,,
BRIDGES AND TUNNELS,Places,,
FIZZLE OUT,Phrase,,
WE ARE FAMILY,Song Title,,
ACTING ON IMPULSE,What Are You Doing?,,
MY BIG FAT GREEK WEDDING,Movie Title,,
HOT DOG WHISTLER,Before & After,,
AN ISLAND IN THE CARIBBEAN SEA,Place,,
EVEN STEVEN,Rhyme Time,,
JUNIOR HIGH,Place,,
MIND YOUR MANNERS,Phrase,,
BAND PRACTICE,Fun & Games,,
THE HAND THAT ROCKS THE CRADLE,Quotation,,
DRAMA QUEEN OF ENGLAND,Before & After,,
GIRLS JUST WANT TO HAVE FUN,Song Title,,
FRENCH BULLDOG,Living Things,,
DOWN PARKA,Thing,,
HOMEWORK HELPER,Person,,
HALF MARATHON,Event,,
BEAUTIFUL BIRTHSTONE BRACELET,Same Letter,,
LET’S SPICE THINGS UP A BIT,Phrase,,
YELLOW MUSTARD,Food & Drink,,
MERLIN THE MAGICIAN,Character,,
FUNKY MUSIC,Thing,,
BECAUSE I SAID SO,Phrase,,
PIANO LESSONS,Things,,
ALEXANDER THE GREAT PUMPKIN,Before & After,,
PROFESSIONAL HULA DANCERS,People,,
DRAWER ORGANIZER,Around the House,,
YOU BETTER SHOP AROUND,Song Lyrics,,
AVOCADO PIT,Thing,,
CANVAS TOTE BAG,Around the House,,
THE KITCHEN IS CLOSED,Phrase,,
I’D LIKE TO THANK THE ACADEMY,Show Biz,,
LET HER RIP VAN WINKLE,Before & After,,
READING A BOOK BY THE POOL,What Are You Doing?,,
CIRCUS TENT,Place,,
BAGELS AND CREAM CHEESE,Food & Drink,,
ZIPPING UP YOUR JACKET,Phrase,,
TWO PEAS IN A POD,Phrase,,
FAIR SHARE,Rhyme Time,,
SMOKEY AND THE BANDIT,The 70's,,
LOOKING FORWARD TO HAPPY HOUR,What Are You Doing?,,
THE ODD COUPLE,Title,,
SERVICE WITH A SMILE,Thing,,
HALFWAY POINT,Thing,,
LONE RANGER AND TONTO,Characters,,
PRAIRIE DOGS,Living Things,,
I’VE GOT TO BE A MACHO MAN,Song Lyrics,,
COUCH POTATO SALAD,Before & After,,
DON’T BOTHER CALLING I WON’T BE HOME,Phrase,,
ELEVATOR DOORS,Things,,
EXCLUSIVE NIGHTCLUB,Place,,
WORLDWIDE HIT,Thing,,
BOSOM BUDDIES,People,,
HOT CHOCOLATE,Food & Drink,,
RACHEL CHANDLER JOEY MONICA PHOEBE AND ROSS,Characters,,
THROWING A FRISBEE ON THE BEACH,Fun & Games,,
SCHOOL PLAYGROUND,Place,,
WRESTLING MATCH,Event,,
JOKING AROUND,What Are You Doing?,,
BATMAN AND ROBIN,Characters,,
FRESH FRUIT PLATE,Food & Drink,,
SWING YOUR PARTNER ROUND AND ROUND,Fun & Games,,
LINGERIE DEPARTMENT OF THE TREASURY,Before & After,,
ELECTRICAL ENGINEER,Occupation,,
I SEE WHERE THIS IS GOING,Phrase,,
VIDEOGRAPHER,Occupation,,
CONSTANT COMPANION,Person,,
STAND BY ME,Title,,
THE BEGINNING OF A BEAUTIFUL FRIENDSHIP,Movie Quote,,
SMOOTH FLIGHT ATTENDANT,Before & After,,
WE’VE GOT IT MADE IN THE SHADE,Rhyme Time,,
